title,dataset_name,generated_at,dataset_overview,health_score_breakdown,issues_summary,cleaning_operations,insights
DataDoctor AI - Data Quality Report,demo_sales_dataset.csv,2026-08-16T04:15:06.386866,"{'rows': 1005, 'columns': 13, 'uploaded': '2026-08-16T04:06:24.866000', 'health_score': 71}","{'score': 71, 'scores': {'completeness': 25, 'validity': 16, 'consistency': 14, 'uniqueness': 13, 'integrity': 3}, 'details': {'completeness': {'score': 25, 'max_score': 30, 'details': '25/30 - Based on missing value percentage'}, 'validity': {'score': 16, 'max_score': 20, 'details': '16/20 - Based on data type and value validity'}, 'consistency': {'score': 14, 'max_score': 20, 'details': '14/20 - Based on category and format consistency'}, 'uniqueness': {'score': 13, 'max_score': 15, 'details': '13/15 - Based on duplicate rows and IDs'}, 'integrity': {'score': 3, 'max_score': 15, 'details': '3/15 - Based on relationships and constraints'}}, 'strengths': ['Good data uniqueness with few duplicates'], 'warnings': ['Data integrity issues found'], 'interpretation': 'Fair - Several quality issues need attention'}","{'total': 22, 'by_severity': {'info': 5, 'low': 7, 'medium': 6, 'critical': 1, 'high': 3}, 'by_type': {'missing_values': 6, 'duplicates': 1, 'duplicate_ids': 1, 'type_mismatch': 1, 'category_inconsistency': 1, 'outliers': 3, 'invalid_values': 4, 'near_constant_column': 3, 'high_cardinality': 2}}",0,[]
